age,income,educ,yrseduc,sector,marital,occup,ctry,origin,employed,fulltime,numemp,weight,ratio,rate,union,id,othersat,othcust,othsize,othunion,gendnum,gendchar,sat,custtype,size,year,hourly,numkids
40,58,13,13,,1,,1,8,0,,,104404,1.04404,3.6e-7,,5237,2,"Wholesale","Small",,2,"Female",5,"Retail","Small",1985,0.029,2
41,100057,14,14,5,1,1,1,8,1,2,10,99238,0.99238,0,,5238,7,"Retail","Small",,1,"Male",4,"Retail","Small",1986,50.0285,3
44,26219,16,16,1,1,2,1,8,1,5,1000,104404,1.04404,2.8e-7,,5242,3,"Wholesale","Small",,2,"Female",1,"Wholesale","Small",1988,13.1095,2
41,89581,16,16,1,1,9,1,8,1,2,16,99238,0.99238,0,,5243,4,"Wholesale","Small",,1,"Male",5,"Wholesale","Small",1988,44.7905,1
53,35674,17,18,4,1,2,1,8,1,2,300,94974,0.94974,2.8e-7,,5245,4,"Wholesale","Large",,1,"Male",7,"Retail","Large",1990,17.837,0
49,45674,16,16,1,1,2,1,8,1,2,300,101985,1.01985,0,,5246,2,"Retail","Small",,2,"Female",3,"Retail","Small",1988,22.837,3
29,35100,12,12,1,7,4,1,8,1,2,42,115116,1.15116,2.8e-7,,5249,5,"Retail","Small",,1,"Male",3,"Wholesale","Small",1996,17.55,0
52,5400,11,11.5,,5,,1,8,0,,,106907,1.06907,0,,5250,4,"Wholesale","Large",,1,"Male",7,"Wholesale","Large",1996,2.7,0
27,27000,16,16,1,7,4,1,8,1,2,750,120599,1.20599,1.5e-7,1,5251,3,"Retail","Small",,1,"Male",7,"Wholesale","Small",1988,13.5,3
27,26825,12,12,4,7,13,1,8,1,2,300,120599,1.20599,1.5e-7,2,5252,3,"Retail","Small",,1,"Male",6,"Retail","Small",1996,13.4125,0
43,48011,12,12,1,1,9,1,8,1,2,1000,107589,1.07589,2.8e-7,1,5253,3,"Wholesale","Small",,1,"Male",5,"Wholesale","Small",1996,24.0055,2
42,9811,16,16,1,1,2,1,8,1,2,750,102820,1.0282,0,2,5254,1,"Wholesale","Small",1,2,"Female",1,"Wholesale","Small",1988,4.9055,1
60,13450,12,12,1,1,8,1,8,1,2,10,84156,0.84156,1.5e-7,1,5257,4,"Retail","Large",,2,"Female",3,"Retail","Large",1996,6.725,1
66,23553,13,13,,1,,1,8,0,,,96522,0.96522,0,,5258,4,"Wholesale","Large",,1,"Male",6,"Retail","Large",1985,11.7765,2
33,40063,17,18,1,7,2,1,8,1,2,42,98655,0.98655,2.8e-7,2,5259,3,"Retail","Small",1,2,"Female",3,"Wholesale","Small",1990,20.0315,1
53,20800,12,12,1,1,9,1,8,1,2,42,95056,0.95056,1.5e-7,1,5260,3,"Retail","Large",,1,"Male",4,"Retail","Large",1996,10.4,2
50,0,12,12,,1,,1,8,0,,,90570,0.9057,0,,5261,2,"Retail","Large",,2,"Female",2,"Wholesale","Large",1996,0,3
42,29,12,12,6,1,1,1,8,1,2,10,103218,1.03218,1.5e-7,,5264,3,"Wholesale","Small",,2,"Female",4,"Retail","Small",1996,0.0145,3
48,32028,9,10,1,1,9,1,8,1,2,16,100576,1.00576,0,1,5265,4,"Wholesale","Small",,1,"Male",3,"Retail","Small",1994,16.014,3
60,50034,14,14,1,1,9,1,8,1,2,750,88535,0.88535,2.8e-7,1,5269,5,"Retail","Large",,1,"Male",4,"Retail","Large",1986,25.017,2
59,20926,12,12,1,1,5,1,8,1,2,750,83892,0.83892,0,1,5270,5,"Retail","Large",,2,"Female",1,"Retail","Large",1996,10.463,1
53,104509,17,18,5,1,1,1,8,1,2,1000,95056,0.95056,3.1e-7,,5272,5,"Retail","Large",,1,"Male",5,"Retail","Large",1990,52.2545,2
49,21685,15,14,1,1,2,1,8,1,2,300,106768,1.06768,0,1,5273,3,"Retail","Small",0,2,"Female",5,"Retail","Small",1986,10.8425,2
49,44040,19,20,1,1,2,1,8,1,2,1000,100576,1.00576,4e-7,1,5278,6,"Retail","Small",0,1,"Male",6,"Retail","Small",1992,22.02,1
48,107422,19,20,6,1,2,1,8,1,2,42,106768,1.06768,0,,5279,4,"Retail","Small",,2,"Female",4,"Retail","Small",1992,53.711,3
51,104999,18,20,5,1,2,,8,1,2,16,81417,0.81417,4e-7,,5282,,,"Large",,1,"Male",6,"Retail","Large",1992,52.4995,3
42,200,16,16,,1,,,8,0,,,81058,0.81058,0,,5283,,,"Small",,2,"Female",5,"Wholesale","Small",1988,0.1,1
42,50404,16,16,5,1,1,,8,1,2,16,90370,0.9037,1.5e-7,,5286,,,"Small",,1,"Male",6,"Retail","Small",1988,25.202,2
39,1737,16,16,1,1,4,,8,1,2,16,81058,0.81058,0,1,5287,,,"Small",,2,"Female",3,"Retail","Small",1988,0.8685,3
75,7456,12,12,,4,,,8,0,,,78351,0.78351,0,,5290,,,"Large",,2,"Female",4,"Wholesale","Large",1996,3.728,3
50,44121,18,20,4,1,2,1,8,1,2,750,107921,1.07921,4e-7,,5291,1,"Wholesale","Large",,2,"Female",3,"Retail","Large",1992,22.0605,2
50,105055,18,20,5,1,2,1,8,1,2,42,106907,1.06907,0,,5292,4,"Retail","Large",,1,"Male",3,"Retail","Large",1992,52.5275,3
84,8533,7,8,,4,,1,8,0,,,114305,1.14305,0,,5295,7,"Retail","Large",,1,"Male",6,"Retail","Large",1992,4.2665,2
34,37000,12,12,1,1,12,1,8,1,2,1000,119703,1.19703,1.5e-7,,5296,,,"Small",,1,"Male",4,"Retail","Small",1996,18.5,0
32,0,12,12,,1,,2,8,0,,,147709,1.47709,0,,5297,1,"Retail","Small",,2,"Female",5,"Retail","Small",1996,0,3
35,16113,10,11,1,6,10,,4,1,2,42,71085,0.71085,0,,5303,,,"Small",,2,"Female",2,"Retail","Small",1995,8.0565,2
65,6541,14,14,,1,,1,8,0,,,121316,1.21316,1.5e-7,,5308,6,"Wholesale","Large",,1,"Male",6,"Retail","Large",1986,3.2705,3
49,44762,14,14,1,1,4,1,8,1,2,1000,101860,1.0186,0,,5309,2,"Retail","Small",,2,"Female",5,"Retail","Small",1986,22.381,0
29,32050,12,12,1,1,9,,4,1,2,10,83628,0.83628,0,,5311,,,"Small",,1,"Male",5,"Wholesale","Small",1996,16.025,2
30,6468,7,8,,7,,,4,0,,,71085,0.71085,0,,5314,,,"Small",,2,"Female",5,"Retail","Small",1992,3.234,0
52,0,5,4,,7,,1,4,0,,,121177,1.21177,0,,5317,3,"Retail","Large",,2,"Female",1,"Wholesale","Large",1988,0,3
33,6084,8,9,,7,,,4,0,,,68486,0.68486,0,,5318,,,"Small",,1,"Male",6,"Wholesale","Small",1993,3.042,3
46,37000,16,16,4,6,2,,4,1,2,750,81806,0.81806,1.5e-7,,5319,,,"Small",,2,"Female",2,"Wholesale","Small",1988,18.5,3
62,97713,17,18,1,1,2,1,8,1,2,1000,106051,1.06051,2.8e-7,,5322,3,"Wholesale","Large",,1,"Male",6,"Retail","Large",1990,48.8565,2
61,4713,18,20,,1,,1,8,0,,,108740,1.0874,0,,5323,4,"Retail","Large",,2,"Female",2,"Retail","Large",1992,2.3565,2
32,12000,8,9,,7,,1,8,0,,,120167,1.20167,0,,5324,6,"Retail","Small",,1,"Male",4,"Wholesale","Small",1993,6,0
28,27050,16,16,1,1,5,1,8,1,2,1000,111020,1.1102,1.5e-7,,5325,6,"Wholesale","Small",,1,"Male",4,"Wholesale","Small",1988,13.525,0
25,17550,15,14,1,1,4,1,8,1,4,300,105247,1.05247,0,,5326,4,"Retail","Small",,2,"Female",5,"Wholesale","Small",1986,8.775,3
51,36840,12,12,1,1,12,1,8,1,2,1000,102162,1.02162,1.5e-7,,5327,,,"Large",,1,"Male",5,"Wholesale","Large",1996,18.42,0
49,9421,6,6,1,1,8,1,8,1,2,1000,107963,1.07963,0,,5328,4,"Retail","Small",,2,"Female",4,"Retail","Small",1990,4.7105,3
48,8200,12,12,,1,,1,8,0,,,107963,1.07963,1.5e-7,,5329,5,"Wholesale","Small",,2,"Female",1,"Wholesale","Small",1996,4.1,1
50,27400,12,12,1,1,11,1,8,1,5,300,102162,1.02162,0,,5330,,,"Large",,1,"Male",6,"Retail","Large",1996,13.7,3
70,27230,9,10,,1,,1,8,0,,,89248,0.89248,1.5e-7,,5331,7,"Retail","Large",,1,"Male",3,"Retail","Large",1994,13.615,3
67,18325,12,12,,1,,1,8,0,,,95508,0.95508,0,,5332,2,"Retail","Large",,2,"Female",1,"Wholesale","Large",1996,9.1625,3
38,30000,12,12,4,7,8,1,8,1,2,42,99224,0.99224,1.5e-7,,5333,5,"Retail","Small",,1,"Male",3,"Retail","Small",1996,15,2
33,58086,12,12,2,7,5,1,8,1,2,1000,98237,0.98237,2.8e-7,,5334,6,"Wholesale","Small",,1,"Male",6,"Retail","Small",1996,29.043,1
41,17784,12,12,,1,,1,8,0,,,99286,0.99286,0,,5335,1,"Retail","Small",,2,"Female",2,"Wholesale","Small",1996,8.892,1
43,0,12,12,,1,,1,8,0,,,105366,1.05366,0,,5336,7,"Wholesale","Small",,1,"Male",7,"Wholesale","Small",1996,0,0
45,17203,12,12,1,1,13,1,8,1,4,300,107738,1.07738,1.5e-7,,5338,5,"Retail","Small",,1,"Male",7,"Wholesale","Small",1996,8.6015,1
44,27016,12,12,1,1,8,1,8,1,4,10,99286,0.99286,0,,5339,4,"Retail","Small",,2,"Female",2,"Wholesale","Small",1996,13.508,1
85,14217,12,12,,1,,1,8,0,,,88824,0.88824,1.5e-7,,5343,2,"Wholesale","Large",,2,"Female",1,"Wholesale","Large",1996,7.1085,3
84,17260,13,13,,1,,1,8,0,,,95220,0.9522,0,,5344,7,"Wholesale","Large",,1,"Male",3,"Wholesale","Large",1985,8.63,2
88,6553,8,9,,4,,1,8,0,,,88824,0.88824,0,,5345,4,"Wholesale","Large",,2,"Female",2,"Wholesale","Large",1993,3.2765,3
46,21964,16,16,1,1,1,1,8,1,2,42,108381,1.08381,1.5e-7,,5346,4,"Wholesale","Small",,2,"Female",3,"Retail","Small",1988,10.982,2
49,4964,12,12,6,1,1,1,8,1,2,10,107738,1.07738,0,,5347,6,"Retail","Small",,1,"Male",7,"Retail","Small",1996,2.482,2
37,8450,17,18,1,1,2,1,8,1,2,750,101024,1.01024,1.5e-7,,5351,3,"Wholesale","Small",,2,"Female",4,"Retail","Small",1990,4.225,3
39,50250,16,16,6,1,11,1,8,1,2,10,99609,0.99609,0,,5352,,,"Small",,1,"Male",7,"Retail","Small",1988,25.125,0
27,63201,16,16,1,1,1,1,8,1,4,1000,111450,1.1145,2.8e-7,,5356,7,"Wholesale","Small",,1,"Male",3,"Wholesale","Small",1988,31.6005,3
26,46036,16,16,1,1,1,1,8,1,2,1000,105654,1.05654,0,,5357,5,"Retail","Small",,2,"Female",3,"Wholesale","Small",1988,23.018,1
41,104037,16,16,1,1,1,1,8,1,2,1000,105366,1.05366,4e-7,,5358,3,"Wholesale","Small",,1,"Male",4,"Retail","Small",1988,52.0185,0
38,40341,14,14,1,1,1,1,8,1,2,750,101024,1.01024,0,,5359,5,"Retail","Small",,2,"Female",2,"Wholesale","Small",1986,20.1705,2
42,26000,13,13,1,1,13,1,8,1,2,10,98856,0.98856,1.5e-7,,5360,5,"Wholesale","Small",,1,"Male",7,"Retail","Small",1985,13,2
44,9000,12,12,1,1,8,1,8,1,2,300,104001,1.04001,0,,5361,4,"Wholesale","Small",,2,"Female",3,"Wholesale","Small",1996,4.5,0
25,5171,12,12,,7,,1,8,0,,300,101380,1.0138,0,,5362,3,"Retail","Small",,2,"Female",5,"Retail","Small",1996,2.5855,1
25,6545,16,16,1,7,5,1,8,1,2,1000,101380,1.0138,0,,5363,1,"Wholesale","Small",,2,"Female",4,"Retail","Small",1988,3.2725,3
78,8401,13,13,,5,,1,,0,,,96824,0.96824,0,,5365,3,"Wholesale","Large",,2,"Female",2,"Wholesale","Large",1985,4.2005,2
55,0,6,6,,1,,2,7,0,,,158631,1.58631,0,,5366,3,"Retail","Large",,1,"Male",5,"Wholesale","Large",1990,0,1
29,0,8,9,,1,,2,8,0,,,155085,1.55085,0,,5367,5,"Retail","Small",,2,"Female",5,"Wholesale","Small",1993,0,2
60,51174,17,18,4,1,2,1,8,1,2,1000,113225,1.13225,2.8e-7,,5370,6,"Retail","Large",,1,"Male",7,"Wholesale","Large",1990,25.587,1
52,5144,13,13,1,1,8,1,8,1,2,300,82434,0.82434,0,,5371,5,"Wholesale","Large",,2,"Female",1,"Wholesale","Large",1985,2.572,0
78,33093,16,16,,1,,1,8,0,,,97199,0.97199,1.5e-7,,5372,2,"Wholesale","Large",,2,"Female",3,"Wholesale","Large",1988,16.5465,2
84,52693,13,13,,1,,1,8,0,,,106203,1.06203,0,,5373,5,"Wholesale","Large",,1,"Male",4,"Wholesale","Large",1985,26.3465,1
40,52250,16,16,2,1,1,1,8,1,2,1000,99238,0.99238,3.1e-7,,5374,6,"Retail","Small",,1,"Male",5,"Wholesale","Small",1988,26.125,2
42,53150,16,16,1,1,2,1,8,1,2,16,104404,1.04404,0,,5375,3,"Wholesale","Small",,2,"Female",5,"Retail","Small",1988,26.575,3
28,18450,16,16,1,1,1,1,4,1,2,10,115760,1.1576,1.5e-7,,5378,7,"Retail","Small",,1,"Male",3,"Wholesale","Small",1988,9.225,2
31,31450,16,16,1,1,1,1,8,1,2,1000,95502,0.95502,0,,5379,4,"Retail","Small",,2,"Female",1,"Wholesale","Small",1988,15.725,0
32,69488,12,12,1,5,9,1,8,1,2,42,101944,1.01944,2.8e-7,,5380,6,"Wholesale","Small",,1,"Male",3,"Wholesale","Small",1996,34.744,1
33,8000,16,16,1,6,2,1,8,1,2,42,95502,0.95502,0,,5381,4,"Wholesale","Small",,2,"Female",4,"Retail","Small",1988,4,0
27,12603,12,12,1,5,5,1,8,1,2,1000,104632,1.04632,1.5e-7,1,5384,4,"Wholesale","Small",,2,"Female",3,"Retail","Small",1996,6.3015,0
28,11000,13,13,1,7,8,1,8,1,2,300,104632,1.04632,1.5e-7,2,5385,4,"Retail","Small",,2,"Female",4,"Wholesale","Small",1985,5.5,2
89,2881,12,12,,4,,1,8,0,,,97497,0.97497,0,,5386,3,"Wholesale","Large",,2,"Female",4,"Retail","Large",1996,1.4405,3
29,14702,12,12,,7,,,4,0,,1000,0,0,0,,5387,,,"Small",,2,"Female",4,"Retail","Small",1996,7.351,3
53,9000,10,11,,1,,1,8,0,,,102018,1.02018,0,,5390,5,"Retail","Large",,2,"Female",1,"Retail","Large",1995,4.5,1
61,4500,9,10,,1,,1,8,0,,,105563,1.05563,0,,5391,4,"Retail","Large",,1,"Male",6,"Retail","Large",1994,2.25,1
50,6715,8,9,1,4,10,1,8,1,,42,102018,1.02018,0,,5392,4,"Retail","Large",,2,"Female",2,"Retail","Large",1993,3.3575,0
32,6600,6,6,,7,,1,8,0,,,114118,1.14118,0,,5393,3,"Retail","Small",,2,"Female",5,"Wholesale","Small",1990,3.3,2
26,4665,10,11,1,1,8,1,8,1,,10,100945,1.00945,1.5e-7,,5394,2,"Wholesale","Small",,2,"Female",5,"Wholesale","Small",1995,2.3325,1
29,22982,11,11.5,1,1,9,1,8,1,2,16,103962,1.03962,0,,5395,7,"Retail","Small",,1,"Male",4,"Wholesale","Small",1996,11.491,1
38,8600,8,9,1,6,8,1,8,1,2,10,101353,1.01353,0,,5401,5,"Retail","Small",,2,"Female",4,"Retail","Small",1993,4.3,0
41,5112,8,9,,7,,,8,0,,,63537,0.63537,0,,5403,,,"Small",,2,"Female",3,"Wholesale","Small",1993,2.556,2
47,1376,16,16,,1,,1,8,0,,,98481,0.98481,2.8e-7,,5408,4,"Wholesale","Small",,2,"Female",4,"Wholesale","Small",1988,0.688,3
47,68051,16,16,1,1,2,1,8,1,2,16,101995,1.01995,0,,5409,5,"Wholesale","Small",,1,"Male",7,"Retail","Small",1988,34.0255,3
47,2508,13,13,,1,,1,8,0,,,98481,0.98481,2.8e-7,,5410,5,"Wholesale","Small",,2,"Female",3,"Wholesale","Small",1985,1.254,3
47,72508,18,20,6,1,2,1,8,1,2,16,101995,1.01995,0,,5411,3,"Retail","Small",,1,"Male",4,"Retail","Small",1992,36.254,1
54,25223,12,12,1,7,10,,8,1,2,1000,83802,0.83802,1.5e-7,,5416,,,"Large",,2,"Female",5,"Retail","Large",1996,12.6115,3
48,22000,12,12,1,4,2,,4,1,2,10,101419,1.01419,1.5e-7,,5417,,,"Small",,2,"Female",1,"Retail","Small",1996,11,1
25,3300,13,13,1,7,7,,4,1,2,300,82720,0.8272,0,,5418,,,"Small",,1,"Male",4,"Wholesale","Small",1985,1.65,2
41,47000,12,12,1,1,9,,4,1,2,10,100884,1.00884,1.5e-7,,5420,,,"Small",,1,"Male",4,"Wholesale","Small",1996,23.5,3
39,15000,12,12,1,1,8,,4,1,2,300,91317,0.91317,0,,5421,,,"Small",,2,"Female",3,"Retail","Small",1996,7.5,0
70,21932,16,16,,1,,1,8,0,,,97623,0.97623,1.5e-7,,5425,3,"Retail","Large",,2,"Female",4,"Retail","Large",1988,10.966,2
70,27402,12,12,,1,,1,8,0,,1000,105131,1.05131,0,,5426,5,"Wholesale","Large",,1,"Male",6,"Retail","Large",1996,13.701,3
45,20000,8,9,1,1,10,1,8,1,2,300,120996,1.20996,1.5e-7,,5427,7,"Wholesale","Small",,1,"Male",5,"Wholesale","Small",1993,10,3
33,0,12,12,,1,,1,8,0,,,103107,1.03107,0,,5428,4,"Retail","Small",,2,"Female",5,"Retail","Small",1996,0,1
40,35250,14,14,1,7,9,1,8,1,2,1000,104989,1.04989,1.5e-7,,5431,4,"Wholesale","Small",,2,"Female",5,"Retail","Small",1986,17.625,3
38,14560,7,8,1,1,10,1,8,1,2,16,108989,1.08989,1.5e-7,,5433,7,"Wholesale","Small",,1,"Male",3,"Wholesale","Small",1992,7.28,3
33,23836,8,9,1,1,10,1,8,1,2,42,103506,1.03506,0,,5434,1,"Wholesale","Small",,2,"Female",5,"Retail","Small",1993,11.918,2
78,15632,7,8,,4,,1,8,0,,,100580,1.0058,0,,5438,1,"Wholesale","Large",,2,"Female",1,"Retail","Large",1992,7.816,0
41,96999,18,20,5,1,1,1,8,1,2,10,116035,1.16035,3.1e-7,,5439,3,"Retail","Small",,1,"Male",6,"Retail","Small",1992,48.4995,3
42,20001,16,16,1,1,2,1,8,1,2,300,105738,1.05738,0,,5440,1,"Retail","Small",,2,"Female",4,"Retail","Small",1988,10.0005,2
57,103671,17,18,1,1,1,1,8,1,2,42,105458,1.05458,4e-7,,5443,4,"Wholesale","Large",,1,"Male",6,"Retail","Large",1990,51.8355,3
55,20000,13,13,1,1,4,1,8,1,2,300,113015,1.13015,0,,5444,5,"Retail","Large",,2,"Female",3,"Wholesale","Large",1985,10,3
29,9768,8,9,,7,,,4,0,,,98108,0.98108,0,,5446,,,"Small",,2,"Female",5,"Retail","Small",1993,4.884,1
35,0,8,9,,1,,1,8,0,,,109031,1.09031,1.5e-7,,5452,1,"Wholesale","Small",,2,"Female",4,"Retail","Small",1993,0,2
45,41050,9,10,1,1,9,1,8,1,2,300,101256,1.01256,0,1,5453,5,"Wholesale","Small",,1,"Male",3,"Retail","Small",1994,20.525,0
65,24284,13,13,1,5,5,1,8,1,2,1000,103469,1.03469,1.5e-7,1,5456,4,"Wholesale","Large",,2,"Female",5,"Retail","Large",1985,12.142,2
32,4200,9,10,,7,,,4,0,,,104613,1.04613,0,,5460,,,"Small",,1,"Male",4,"Retail","Small",1994,2.1,2
49,19271,8,9,1,1,8,,4,1,2,42,77343,0.77343,1.5e-7,1,5461,,,"Small",,2,"Female",4,"Wholesale","Small",1993,9.6355,1
63,15000,12,12,1,1,9,,4,1,2,42,108113,1.08113,0,1,5462,,,"Large",,1,"Male",4,"Retail","Large",1996,7.5,0
35,25707,13,13,2,1,1,1,8,1,2,1000,114227,1.14227,1.5e-7,,5463,7,"Retail","Small",,1,"Male",4,"Wholesale","Small",1985,12.8535,1
34,21507,12,12,1,1,1,1,8,1,2,42,106642,1.06642,0,,5464,5,"Retail","Small",,2,"Female",5,"Wholesale","Small",1996,10.7535,1
32,0,13,13,,1,,,7,0,,,94560,0.9456,0,,5467,,,"Small",,2,"Female",3,"Retail","Small",1985,0,1
25,7000,10,11,,1,,,4,0,,10,92852,0.92852,0,,5468,,,"Small",,1,"Male",6,"Wholesale","Small",1995,3.5,0
39,7000,9,10,1,1,8,1,8,1,2,300,94587,0.94587,1.5e-7,1,5474,4,"Retail","Small",,2,"Female",4,"Wholesale","Small",1994,3.5,0
43,29507,12,12,1,1,9,1,8,1,2,1000,107589,1.07589,0,1,5475,6,"Retail","Small",,1,"Male",4,"Retail","Small",1996,14.7535,3
71,77,12,12,,1,,1,8,0,,,107084,1.07084,0,,5478,4,"Retail","Large",,1,"Male",3,"Retail","Large",1996,0.0385,1
59,5477,12,12,1,1,4,1,8,1,2,16,108675,1.08675,0,,5479,3,"Wholesale","Large",,2,"Female",3,"Wholesale","Large",1996,2.7385,3
42,52075,14,14,1,1,9,1,8,1,2,300,118924,1.18924,1.5e-7,,5480,3,"Wholesale","Small",,1,"Male",3,"Wholesale","Small",1986,26.0375,0
40,2675,12,12,4,1,8,1,8,1,2,750,111248,1.11248,0,,5481,3,"Wholesale","Small",,2,"Female",4,"Retail","Small",1996,1.3375,2
49,9230,14,14,1,6,6,1,8,1,3,10,100574,1.00574,0,,5484,5,"Retail","Small",,2,"Female",1,"Retail","Small",1986,4.615,0
52,18097,12,12,4,1,7,1,8,1,2,16,102061,1.02061,1.5e-7,,5486,3,"Wholesale","Large",,1,"Male",5,"Retail","Large",1996,9.0485,0
54,97,12,12,,1,,1,8,0,,,96066,0.96066,0,,5487,5,"Wholesale","Large",,2,"Female",2,"Retail","Large",1996,0.0485,0
29,21200,16,16,1,7,3,1,8,1,2,10,104188,1.04188,1.5e-7,,5488,5,"Wholesale","Small",,1,"Male",5,"Retail","Small",1988,10.6,3
52,50500,13,13,1,1,4,1,8,1,,300,102061,1.02061,3.1e-7,,5489,5,"Retail","Large",,1,"Male",3,"Retail","Large",1985,25.25,1
41,80701,18,20,1,1,2,1,8,1,2,42,111248,1.11248,0,,5490,2,"Wholesale","Small",,2,"Female",1,"Wholesale","Small",1992,40.3505,3
30,29522,13,13,4,7,8,1,8,1,2,300,106642,1.06642,1.5e-7,,5492,5,"Retail","Small",,2,"Female",2,"Wholesale","Small",1985,14.761,3
54,40000,12,12,1,5,10,,8,1,2,1000,75854,0.75854,2.8e-7,,5493,,,"Large",,1,"Male",6,"Wholesale","Large",1996,20,2
31,7536,12,12,1,1,6,2,4,1,2,,206120,2.0612,0,,5494,5,"Retail","Small",,1,"Male",4,"Retail","Small",1996,3.768,1
32,0,5,4,,1,,1,4,0,,,152894,1.52894,0,,5495,3,"Wholesale","Small",,2,"Female",4,"Retail","Small",1988,0,3
47,0,8,9,,1,,,4,0,,,114444,1.14444,0,,5498,,,"Small",,2,"Female",2,"Retail","Small",1993,0,3
49,13164,8,9,,1,,,4,0,,,112918,1.12918,0,,5499,,,"Small",,1,"Male",3,"Retail","Small",1993,6.582,0
56,6480,6,6,,1,,,7,0,,,109890,1.0989,0,,5504,,,"Large",,2,"Female",3,"Retail","Large",1990,3.24,0
62,12013,5,4,,1,,,7,0,,,117719,1.17719,0,,5505,,,"Large",,1,"Male",5,"Wholesale","Large",1988,6.0065,2
49,5616,9,10,,7,,,4,0,,,114444,1.14444,0,,5508,,,"Small",,2,"Female",4,"Wholesale","Small",1994,2.808,2
72,32055,12,12,,1,,1,8,0,,,105538,1.05538,1.5e-7,,5509,3,"Retail","Large",,1,"Male",3,"Retail","Large",1996,16.0275,0
70,7609,12,12,,1,,1,8,0,,,98001,0.98001,0,,5510,4,"Retail","Large",,2,"Female",5,"Wholesale","Large",1996,3.8045,2
37,32021,16,16,5,1,4,1,8,1,2,10,108989,1.08989,1.5e-7,,5511,7,"Wholesale","Small",,1,"Male",6,"Wholesale","Small",1988,16.0105,2
38,22,16,16,6,1,10,1,8,1,2,10,105356,1.05356,0,,5512,4,"Retail","Small",,2,"Female",4,"Retail","Small",1988,0.011,1
31,36000,16,16,1,7,2,1,8,1,2,10,112101,1.12101,1.5e-7,,5515,5,"Retail","Small",,1,"Male",4,"Wholesale","Small",1988,18,2
30,19662,13,13,1,7,3,1,8,1,2,10,103506,1.03506,1.5e-7,,5516,1,"Retail","Small",,2,"Female",2,"Retail","Small",1985,9.831,1
44,0,14,14,6,1,1,1,8,1,2,10,106282,1.06282,0,,5517,4,"Wholesale","Small",,1,"Male",6,"Retail","Small",1986,0,1
42,15374,12,12,1,1,8,1,8,1,2,10,105395,1.05395,0,,5518,1,"Retail","Small",,2,"Female",1,"Retail","Small",1996,7.687,2
34,0,5,4,1,1,8,1,8,1,2,,103107,1.03107,0,,5520,2,"Retail","Small",,2,"Female",5,"Wholesale","Small",1988,0,1
70,13217,12,12,,1,,1,8,0,,,105131,1.05131,0,,5521,4,"Wholesale","Large",,1,"Male",7,"Retail","Large",1996,6.6085,3
44,59081,13,13,1,1,2,1,8,1,2,300,108006,1.08006,1.5e-7,1,5522,5,"Wholesale","Small",0,1,"Male",6,"Retail","Small",1985,29.5405,2
43,81,12,12,,1,,1,8,0,,,103218,1.03218,0,,5523,5,"Retail","Small",,2,"Female",4,"Retail","Small",1996,0.0405,3
65,80943,13,13,,5,,1,8,0,,,96522,0.96522,3.1e-7,,5531,6,"Wholesale","Large",,1,"Male",4,"Retail","Large",1985,40.4715,2
85,18625,12,12,,1,,1,8,0,,,85399,0.85399,0,,5532,5,"Retail","Large",,1,"Male",3,"Wholesale","Large",1996,9.3125,2
77,4092,13,13,,1,,1,8,0,,,85310,0.8531,0,,5533,4,"Retail","Large",,2,"Female",3,"Wholesale","Large",1985,2.046,2
28,20812,14,14,2,1,5,1,8,1,2,1000,120599,1.20599,1.5e-7,2,5534,6,"Wholesale","Small",,1,"Male",3,"Retail","Small",1986,10.406,3
32,15612,15,14,1,1,8,1,8,1,2,42,98274,0.98274,0,1,5535,4,"Retail","Small",,2,"Female",4,"Retail","Small",1986,7.806,1
56,18010,12,12,1,6,5,1,8,1,2,300,83892,0.83892,1.5e-7,1,5536,4,"Retail","Large",,2,"Female",5,"Wholesale","Large",1996,9.005,2
65,3888,14,14,,5,,1,8,0,,,93834,0.93834,0,,5537,4,"Retail","Large",,2,"Female",5,"Retail","Large",1986,1.944,2
42,27000,12,12,1,3,5,1,8,1,2,1000,103218,1.03218,1.5e-7,1,5538,5,"Retail","Small",,2,"Female",1,"Wholesale","Small",1996,13.5,2
60,34951,13,13,3,1,1,1,8,1,2,1000,88535,0.88535,1.5e-7,1,5540,6,"Wholesale","Large",0,1,"Male",3,"Wholesale","Large",1985,17.4755,3
61,809,12,12,,1,,1,8,0,,,84156,0.84156,0,,5541,3,"Retail","Large",,2,"Female",1,"Retail","Large",1996,0.4045,2
31,10000,13,13,2,3,5,1,8,1,2,300,98655,0.98655,0,1,5542,1,"Retail","Small",,2,"Female",2,"Retail","Small",1985,5,1
26,14760,16,16,1,7,2,1,8,1,2,300,102162,1.02162,1.5e-7,1,5543,6,"Retail","Small",0,1,"Male",7,"Retail","Small",1988,7.38,2
62,17760,9,10,1,5,5,1,8,1,4,1000,98994,0.98994,1.5e-7,,5544,1,"Retail","Large",,2,"Female",3,"Wholesale","Large",1994,8.88,2
32,30000,12,12,1,1,4,1,8,1,2,10,112101,1.12101,1.5e-7,,5545,7,"Wholesale","Small",,1,"Male",7,"Wholesale","Small",1996,15,2
28,16000,12,12,1,1,5,1,8,1,2,1000,109974,1.09974,0,,5546,3,"Wholesale","Small",,2,"Female",3,"Wholesale","Small",1996,8,1
67,28800,15,14,1,4,2,1,8,1,2,1000,106937,1.06937,1.5e-7,,5549,2,"Wholesale","Large",,2,"Female",3,"Retail","Large",1986,14.4,3
